Theme,count,avg_tone
conflict,5544.0,-2.9661084630224592
eco,1871.0,-2.8838023392500642
env,1474.0,-2.9914984628144383
health,2813.0,-2.9602825776134094
social,3774.0,-2.9296948680817767
